응답자ID,업종,규모,SQ3_2,문1_1,문1_2,문1_3,문1_4,문1_5,문1_6,문1_7,문1_8,문1_9,문1_10,문2_1,문2_2,문2_3,문2_4,문2_5,문2_6,문2_7,문2_8,문3_1_1,문3_1_2,문3_1_3,문3_2_1,문3_2_2,문3_2_3,문3_3_1,문3_3_2,문3_3_3,문3_4_1,문3_4_2,문3_4_3,문3_5_1,문3_5_2,문3_5_3,문4_1_1,문4_1_2,문4_1_3,문4_1_4,문4_2_1,문4_2_2,문4_2_3,문4_2_4,문5_1,문5_2,문6_1,문6_2,문7_1,문7_2,문7_3,문8_1,문8_2,문8_3,문8_4,문9_1,문9_2,문9_3,문9_4,문9_5,문9_6,문10_1,문10_2,문10_3,문10_4,문11_1,문11_2,문11_3,문11_4,문11_4_1,문11_5,문11_6,문12_1_1,문12_2_1,문12_2_2,문12_2_3,문12_2_4,문13_1,문13_2,문13_3,문13_4,문13_1_1,문13_1_2,문13_1_3,문13_1_4,문14_1,문14_2,문14_3,문14_4,문14_5,문14_6,문14_7,문14_8,문14_9,문14_9_TXT,문14_9999,문15_1,문15_2,문15_3,문15_4,문15_5,문15_6,문15_7,문15_8,문15_9,문15_9_TXT,문16_1,문16_2,문16_3,문17_1_1,문17_1_2,문17_1_3,문17_1_4,문17_2_1,문17_2_2,문17_2_3,문17_2_4,문17_3_1,문17_3_2,문17_3_3,문17_3_4,문17_4_1,문17_4_2,문17_4_3,문17_4_4,문17_5_1,문17_5_2,문17_5_3,문17_5_4,문17_6_1,문17_6_2,문17_6_3,문17_6_4,문17_7_1,문17_7_2,문17_7_3,문17_7_4,문17_8_1,문17_8_2,문17_8_3,문17_8_4,문17_9_1,문17_9_2,문17_9_3,문17_9_4,문17_9_TXT,문18,문18_9_TXT,문19_1,문19_2,문19_3,문19_4,문19_5,문19_6,문19_7,문19_8,문19_9,문19_9_TXT,문20_1,문20_2,문20_3,문21_1,문21_2,문21_3,문21_4,문21_5,문21_6,문21_7,문21_8,문21_9,문21_10,문21_11,문21_12,문21_13,문21_14,문21_15,문21_16,문22_1,문22_2,문22_3,문22_4,문22_5,문22_6,문22_7,문22_8,문22_8_TXT,문23_1,문23_2,문23_3,문23_4,문23_5,문23_6,문23_7,문23_8,문23_9,문23_10,문23_11,문23_12,문23_12_TXT,문24_1,문24_2,문24_3,문24_4,문24_5,문24_6,문24_7,문24_8,문24_9,문24_10,문25_1_1_1,문25_1_1_2,문25_1_2_1,문25_1_2_2,문25_1_3_1,문25_1_3_2,문25_1_4_1,문25_1_4_2,문25_2_1_1,문25_2_1_2,문25_2_2_1,문25_2_2_2,문25_2_3_1,문25_2_3_2,문25_2_4_1,문25_2_4_2,문26,문27_1,문27_2,문27_3,문27_4,문27_5,문27_6,문27_7,문27_7_TXT,문28_1,문28_2,문28_3,문28_4,문28_5,문28_6,문29_1,문29_2,문29_3,문29_4,문30_1,문30_2,문30_3,문30_4,문30_5,문30_6,문30_7,문30_8,문30_9,문30_10,문30_11,문30_12,문30_12_TXT,문30_13,문31_1,문31_2,문31_3,문31_4,문32_1,문32_2,문32_3,문32_4,문33_1,문33_2,문33_3,문34_1,문34_2,문34_3,문34_4,문34_4_TXT,문35_1,문35_2,문35_3,문35_4,문35_4_TXT,문35_5,문35_5_TXT,문36_1,문36_2,문36_3_1,문36_3_2,문36_3_3,문36_3_4,문36_3_5,문36_3_6,문36_3_7,문36_4,문36_5,문37_1_1,문37_1_2,문37_2_1,문37_2_2,문37_3_1,문37_3_2,문38_1_1,문38_1_2,문38_1_3,문38_2_1,문38_2_2,문38_2_3,문39,문40_1,문40_1_TXT,문40_2,문40_3,문40_4,문40_5,문40_6,문40_6_TXT,문41,문41_7_TXT,문42,문43,WT1,
2012,24,5,경상남도,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,0,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,7,1,6,1,7,1,7,2,7,25,4,25,2,25,3,25,1,60,1,30,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,3,,,,,,,7,1,1,738870,,777466,,719123,,460,460,460,6,3,0,1,,,1,,,,,,1,,,100,1.2500,
2013,24,5,서울특별시,5,0,0,5,0,5,5,1,5,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,,0,0,,,,,,,,,,0,0,1,1,0,0,1,,,,1,1,0,1,1,0,0,800,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,3,0,4,0,0,,,1,7,1,7,7,1,1,7,7,1,20,4,30,1,20,3,30,2,60,1,20,2,19,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,0,3,0,0,0,0,,,,1,2,,,,,1,4,,2,,,,,,1,2,1458300,729150,1381800,690900,1347900,673950,1000,1000,1100,3,1,1,1,,,1,2,,,,,1,,,48,1.4286,
2014,24,5,부산광역시,5,0,0,5,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,2000,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,5,5,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,,,1,7,2,7,1,6,1,6,1,7,25,4,25,1,25,2,25,3,60,1,20,2,10,3,10,4,2,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,0,0,1,0,2,0,0,0,3,0,3,0,0,0,,,,1,2,,,,,1,3,,2,,,,,,4,2,338187,169093,341380,170690,313000,156500,550,550,550,20,5,5,1,,,2,,1,,,,2,,,60,1.4286,
2015,24,5,서울특별시,5,0,0,5,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,1,1,1,0,1,0,99,1,,,,1,0,0,0,0,1,1,,,,1,1,1,1,1,0,0,2000,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,2,0,0,0,,,0,0,0,3,0,0,5,5,4,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,0,0,0,0,3,0,0,,,1,7,1,7,1,7,1,7,1,7,25,4,25,1,25,3,25,2,60,1,20,2,10,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,0,0,0,0,0,,,1,2,,,,,,1,4,,2,,,,,,1,1,1733400,866700,1750900,875450,1688400,844200,1000,1000,1000,5,2,2,1,,,1,,,2,,,1,,,100,1.4286,
2016,24,5,경기도,5,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,5000,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,,,,,,,8,,,,3,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,2,0,0,0,,,0,0,0,3,0,0,5,4,5,5,5,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,4,3,0,4,0,0,,,1,6,1,7,2,6,1,7,1,7,20,4,30,1,20,3,30,2,50,1,10,3,10,4,30,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,0,0,0,0,0,,,,1,2,,,,,1,3,,2,,,,,,1,2,427630,128289,523390,157017,519370,155811,540,560,857,10,5,5,1,,,1,,,2,,,1,,,60,1.4286,
2017,24,5,경기도,5,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,1,0,1,0,20,80,1,,,,1,0,0,0,0,0,1,,,,1,1,0,1,1,1,0,2200,73.00,27.00,0.00,0.00,100,100,100,100,,,,,,,,,,,,8,,,,4,0,0,0,0,4,0,0,,,1,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,,1,,,0,,,,0,,,,,,,,,6,,3,0,0,2,2,0,0,0,2,한국기술연구소,0,0,0,3,1,0,3,4,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,3,0,3,0,0,,,1,7,1,7,1,7,1,7,1,7,25,4,25,1,25,2,25,3,50,1,30,2,10,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,1,0,0,3,3,3,0,0,0,,,,2,1,,,,,1,3,,2,,,,,,1,2,1465400,732700,1528800,764400,1394900,641654,860,860,868,7,2,2,1,,,1,,,2,,,1,,,100,1.4286,
2018,24,5,부산광역시,5,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,1,0,0,0,0,0,1,,,,1,1,0,1,1,0,0,2000,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,4,0,0,5,4,4,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,3,0,0,0,0,3,0,0,,,1,7,1,7,1,6,1,7,1,7,25,4,25,1,25,2,25,3,40,1,40,2,10,3,10,4,2,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,0,1,0,0,2,0,0,0,2,0,1,1,0,0,,,,1,2,,,,,1,3,,2,,,,,,1,2,459180,227400,467170,327019,495650,346955,900,900,850,4,2,2,1,,,2,1,,,,,2,,,60,1.4286,
2019,24,5,서울특별시,5,3,4,5,4,5,5,5,5,4,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,1,0,1100,80.00,10.00,0.00,10.00,150,375,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,4,4,4,4,4,4,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,2,0,0,0,,,1,1,1,3,3,4,4,3,3,3,3,3,3,3,4,4,3,3,3,5,4,4,4,5,5,5,,,3,3,3,3,3,4,3,3,3,3,4,,,4,4,4,5,5,4,4,5,5,5,9,4,48,1,20,3,23,2,36,2,22,3,38,1,4,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,0,1,3,3,3,3,3,3,,,1,,2,,,,,2,4,,2,,,,,,4,1,944186,169000,883582,159000,814989,146000,1354,1343,1385,15,4,2,1,,,1,,2,,,,1,,,60,1.4286,
2020,24,5,서울특별시,5,3,3,5,4,5,5,5,5,4,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,1,1,1,0,1,,,4,1,1,0,1,1,0,0,1900,90.00,0.00,0.00,10.00,92,95,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,3,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0,0,0,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,5,5,5,,,3,3,3,3,3,4,3,3,3,3,3,,,4,4,4,6,6,4,5,6,6,6,10,4,48,1,19,3,23,2,37,1,23,3,33,2,7,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,0,0,2,3,3,3,4,4,4,,,1,,2,,,,,2,4,,2,,,,,,1,1,5452393,3798752,5527738,3889163,5218822,356518,1407,1421,1450,4,1,1,1,,,2,,,1,,,2,,,60,1.4286,
2021,24,5,서울특별시,5,4,4,5,4,5,5,5,5,5,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,,3,0,1,0,1,0,0,100,1,2,,,1,1,1,1,1,1,1,2,3,4,1,1,0,1,1,1,0,11500,73.00,15.00,0.00,12.00,90,110,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,3,,,1,1,1,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,0,,,,,,,,,3,,2,2,2,2,2,1,2,1,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,,,3,3,3,3,3,3,3,3,3,3,3,,,5,5,4,5,6,3,4,5,6,3,10,4,48,1,20,3,22,2,33,1,23,3,32,2,12,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,0,1,3,3,3,3,3,3,,,1,,2,,,,,2,3,,2,,,,,,1,1,1927463,343589,2042371,497325,1761760,434592,1528,1550,1582,3,2,3,1,,,1,2,,,,,1,,,60,1.4286,
2022,24,5,경기도,5,5,4,5,4,5,5,5,5,5,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,1,1,0,1,0,3,97,1,2,,,1,1,1,1,1,1,1,2,3,4,1,1,0,1,1,1,0,23700,70.00,20.00,0.00,10.00,102,98,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,1,1,1,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,0,,,,,,,,,2,,2,2,2,2,2,0,2,0,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,5,5,5,,,3,3,3,3,3,4,3,3,3,3,3,,,5,4,4,5,6,6,4,5,6,6,10,4,48,1,20,3,22,2,41,1,20,3,27,2,12,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,0,2,3,3,3,3,3,3,,,1,,2,,,,,2,3,,2,,,,,,1,1,2257262,225000,2162546,216000,1880764,188000,3371,3508,3377,6,4,5,1,,,1,2,,,,,1,,,60,1.4286,
2023,24,5,인천광역시,5,3,3,5,3,5,5,5,5,5,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,1,1,0,1,0,10,90,1,2,,,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,0,138000,72.00,15.00,0.00,13.00,110,87,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,1,1,1,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,,,,,1,,2,2,2,2,2,0,2,0,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,5,5,5,5,5,5,,,3,3,3,3,3,5,2,3,3,3,3,,,5,5,4,6,6,6,4,6,6,3,7,4,50,1,23,2,20,3,39,1,21,3,28,2,12,4,2,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,1,0,2,2,0,2,3,3,2,5,5,5,,,1,,2,,,,,2,4,,2,,,,,,1,1,16889331,5060000,18610813,5320000,18073859,5422000,10500,11000,11260,3,1,3,1,,,1,,,2,,,1,,,60,1.4286,
2024,24,5,경상북도,5,3,3,5,3,5,5,5,5,5,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,0,1,0,1,0,0,100,1,2,,,1,1,1,1,1,1,1,2,3,4,1,1,0,1,1,1,0,588000,80.00,15.00,0.00,5.00,95,92,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,1,1,1,,1,2,3,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,,,,,1,,2,2,2,2,2,0,2,2,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,,,3,3,3,3,3,4,4,3,3,3,3,,,5,3,4,5,6,3,5,6,6,3,10,4,49,1,20,3,21,2,40,1,18,3,33,2,9,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,0,2,3,3,3,5,5,5,,,1,,2,,,,,2,4,,2,,,,,,1,1,28553814,17300000,30659425,19200000,30373510,12100000,17647,17211,17299,5,1,2,1,,,1,2,,,,,1,,,60,1.4286,
2025,25,1,인천광역시,0,0,0,3,3,4,5,5,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,4,4,3,2,2,2,3,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,2,2,2,0,0,,,5,4,4,3,6,5,3,3,5,5,0,3,80,1,0,4,20,2,60,1,20,3,20,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,1140,,1690,,1520,,11,11,10,20,0,0,2,,,1,,,,,,1,,,10,30.6891,
2026,25,1,부산광역시,0,3,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3,3,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,6,4,5,4,5,5,4,4,6,5,0,4,80,1,5,3,15,2,60,1,10,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,2,,,,,,,7,4,1,11132,,12922,,15892,,10,10,10,15,0,0,2,,,1,,,,,,1,,,10,30.6891,
2027,25,1,대구광역시,4,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,3,0,,,,1,0,0,1,0,30,70,1,,,,1,0,1,0,1,0,1,,,,1,1,0,1,1,0,0,150,100.00,0.00,0.00,0.00,90,90,100,105,,,,,1,2,,,,,,8,,,,4,4,2,4,2,2,2,3,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,2,2,2,3,3,,,5,6,5,4,5,5,5,5,6,6,0,4,70,1,10,3,20,2,70,1,10,3,10,2,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,2,2,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,1900,,2100,,2010,,12,12,12,20,0,25,2,,,1,,,,,,1,,,10,30.6891,
2028,25,1,인천광역시,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,2,2,2,3,3,,,5,3,6,3,5,5,4,3,5,3,0,4,70,1,5,3,25,2,70,1,10,3,20,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,4,,,,4,2,190,,180,,172,,11,11,11,30,0,0,2,,,1,,,,,,1,,,10,30.6891,
2029,25,1,인천광역시,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,5,4,6,4,4,5,5,4,6,6,0,4,70,1,5,3,25,2,70,1,10,3,20,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,1730,,1700,,1690,,15,15,15,20,0,0,2,,,1,,,,,,1,,,10,30.6891,
2030,25,1,광주광역시,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,2,0,0,,,5,4,4,5,6,6,4,4,4,4,0,4,70,1,0,3,30,2,70,1,15,3,15,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,2899,,3491,,4256,,15,15,14,20,0,0,2,,,1,,,,,,1,,,10,30.6891,
2031,25,1,경기도,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,2,0,2,0,0,,,5,4,4,5,5,6,6,4,5,5,0,4,70,1,5,3,25,2,70,1,10,3,20,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,4,,,,4,2,5814,,5855,,5982,,10,10,10,10,0,0,2,,,1,,,,,,1,,,10,30.6891,
2032,25,1,경기도,4,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,2,,,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,,,5,5,4,3,4,6,3,3,4,3,0,4,70,1,10,3,20,2,70,1,15,3,15,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,,1,,,,,1,1,,,,,,,7,4,2,2353,,1833,,2053,,17,16,15,20,60,0,2,,,1,,,,,,1,,,10,30.6891,
2033,25,1,경기도,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,150,100.00,0.00,0.00,0.00,90,100,100,110,,,,,1,2,,,,,,,,,,3,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,,,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3,3,0,3,0,0,,,5,4,3,4,4,3,3,5,5,4,0,4,70,1,10,3,20,2,60,1,20,2,15,3,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,,,,0,0,1,0,2,0,0,0,2,0,2,0,0,0,,,1,,2,,,,,1,1,,,,,,,7,4,1,2147,,2342,,2400,,11,10,11,10,0,30,2,,,1,,,,,,1,,,10,30.6891,
2034,25,1,경기도,3,0,0,4,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,3,0,0,,,4,3,3,4,5,3,4,5,4,4,0,4,70,1,0,3,30,2,70,1,10,3,20,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,9131,,2717,,7840,,22,20,20,20,0,0,2,,,1,,,,,,1,,,10,30.6891,
